direction	spBLEU	chrF++	len_ratio
mal_Mlym-kir_Cyrl	20.61	38.48	0.992
run_Latn-cym_Latn	22.13	39.88	0.973
kac_Latn-crh_Latn	9.77	28.40	0.955
tgk_Cyrl-cat_Latn	30.70	51.01	1.004
lua_Latn-mar_Deva	11.59	26.55	0.919
crh_Latn-urd_Arab	20.90	39.93	0.987
arz_Arab-ind_Latn	28.59	54.34	1.012
ary_Arab-ory_Orya	17.27	32.63	0.984
prs_Arab-crh_Latn	18.91	39.29	0.958
dik_Latn-nya_Latn	7.18	27.23	0.971
dan_Latn-kan_Knda	31.34	46.77	0.988
ell_Grek-ceb_Latn	23.65	49.12	1.020
srp_Cyrl-bel_Cyrl	23.01	38.55	0.893
ben_Beng-epo_Latn	27.17	48.25	0.977
gle_Latn-kon_Latn	15.24	41.29	1.014
bak_Cyrl-kmr_Latn	13.72	33.42	0.995
vie_Latn-kas_Deva	3.82	15.71	0.937
acm_Arab-oci_Latn	25.29	46.08	0.967
tel_Telu-mlt_Latn	32.75	49.60	0.981
ban_Latn-ceb_Latn	24.38	48.41	1.000
eng_Latn-plt_Latn	24.77	50.15	0.996
fon_Latn-cjk_Latn	1.79	18.91	1.046
zul_Latn-epo_Latn	28.37	48.76	0.996
ory_Orya-kmb_Latn	3.36	23.51	0.986
azj_Latn-run_Latn	12.77	36.03	1.090
quy_Latn-arz_Arab	5.85	19.32	1.372
acq_Arab-pap_Latn	24.40	46.46	1.002
asm_Beng-pan_Guru	25.72	39.85	0.957
ast_Latn-ind_Latn	33.45	56.77	0.960
sin_Sinh-aka_Latn	7.99	29.72	0.932
mai_Deva-kaz_Cyrl	23.46	42.73	0.974
taq_Tfng-amh_Ethi	4.80	10.97	1.112
tel_Telu-smo_Latn	21.26	45.05	0.932
kor_Hang-glg_Latn	23.05	45.67	0.939
sin_Sinh-azb_Arab	3.15	19.87	1.127
pan_Guru-ary_Arab	12.51	30.10	1.100
ban_Latn-afr_Latn	25.83	48.35	0.975
hat_Latn-asm_Beng	16.98	30.94	0.965
dik_Latn-oci_Latn	9.53	25.33	0.895
tzm_Tfng-est_Latn	9.99	30.66	0.962
ltg_Latn-swe_Latn	28.96	50.60	0.984
nob_Latn-ben_Beng	24.12	39.72	0.990
tum_Latn-amh_Ethi	11.59	18.25	1.011
fuv_Latn-tsn_Latn	8.96	30.93	1.043
kik_Latn-bjn_Latn	8.42	31.29	1.157
yor_Latn-crh_Latn	10.68	29.08	0.868
vie_Latn-mai_Deva	14.04	33.17	1.031
als_Latn-luo_Latn	11.33	35.32	1.002
cym_Latn-est_Latn	26.37	48.14	0.973
urd_Arab-sin_Sinh	29.94	38.86	0.955
min_Latn-ace_Arab	6.92	19.49	1.077
kik_Latn-ibo_Latn	9.68	27.42	1.112
smo_Latn-nno_Latn	16.61	37.71	0.935
srp_Cyrl-jpn_Jpan	15.43	21.66	0.954
lij_Latn-pan_Guru	27.44	41.09	0.984
ary_Arab-lvs_Latn	16.96	39.10	0.967
lmo_Latn-swe_Latn	30.13	50.58	0.986
guj_Gujr-ita_Latn	26.28	48.10	0.931
kam_Latn-lij_Latn	9.18	23.36	1.036
rus_Cyrl-spa_Latn	26.37	48.24	0.948
srd_Latn-uzn_Latn	24.24	44.03	0.963
pbt_Arab-cym_Latn	27.27	45.99	1.005
aka_Latn-slv_Latn	15.02	34.28	0.986
taq_Latn-ayr_Latn	3.78	23.40	1.205
tir_Ethi-ydd_Hebr	8.16	27.26	0.950
ell_Grek-afr_Latn	28.89	51.57	0.989
kab_Latn-tam_Taml	15.41	35.57	0.976
bam_Latn-ben_Beng	12.58	26.08	1.006
acm_Arab-nya_Latn	11.41	39.03	1.051
epo_Latn-eng_Latn	50.01	67.76	1.003
lin_Latn-ars_Arab	19.06	34.25	0.939
mni_Beng-kin_Latn	12.18	36.11	1.083
aka_Latn-fra_Latn	22.85	40.81	0.989
fao_Latn-yor_Latn	7.56	21.93	1.080
kir_Cyrl-kat_Geor	24.87	39.61	0.883
ydd_Hebr-som_Latn	13.05	37.27	1.024
kbp_Latn-ewe_Latn	8.75	29.14	1.051
swe_Latn-war_Latn	26.01	50.70	0.980
mkd_Cyrl-wol_Latn	6.46	25.30	1.099
ita_Latn-pap_Latn	24.14	46.82	1.006
srp_Cyrl-lim_Latn	15.18	38.94	0.971
crh_Latn-prs_Arab	20.95	42.20	1.015
hat_Latn-plt_Latn	19.66	44.91	0.973
heb_Hebr-isl_Latn	23.72	41.90	0.959
arb_Arab-crh_Latn	19.61	40.16	0.967
ind_Latn-lvs_Latn	23.20	45.43	0.950
guj_Gujr-pap_Latn	25.78	47.64	0.965
glg_Latn-azj_Latn	21.25	40.32	0.936
sin_Sinh-grn_Latn	11.31	31.02	0.994
smo_Latn-tuk_Latn	12.78	31.38	0.909
deu_Latn-lin_Latn	18.21	46.44	1.075
bho_Deva-tel_Telu	27.85	43.00	1.000
mkd_Cyrl-bul_Cyrl	40.06	57.32	0.973
sin_Sinh-zho_Hant	12.72	13.21	0.729
amh_Ethi-swh_Latn	25.65	49.59	0.965
dan_Latn-fur_Latn	32.65	51.60	0.991
kmb_Latn-zul_Latn	10.43	29.94	0.915
kas_Arab-cjk_Latn	2.08	21.69	1.067
ces_Latn-mni_Beng	19.90	32.18	1.019
tso_Latn-lit_Latn	18.77	38.89	0.942
tam_Taml-crh_Latn	17.42	37.66	0.950
ces_Latn-scn_Latn	10.15	32.94	0.966
bod_Tibt-tso_Latn	8.55	32.38	1.060
eus_Latn-xho_Latn	17.43	40.85	1.023
lim_Latn-glg_Latn	27.48	49.06	0.920
nld_Latn-hau_Latn	18.46	42.43	1.015
kon_Latn-eus_Latn	9.11	28.32	0.786
sun_Latn-mag_Deva	22.08	41.09	0.999
tur_Latn-lus_Latn	12.89	34.73	0.955
kam_Latn-vec_Latn	7.00	25.28	0.907
vie_Latn-tur_Latn	26.37	45.87	0.972
tur_Latn-hat_Latn	22.28	45.57	1.021
srd_Latn-dik_Latn	4.41	21.30	1.373
hye_Armn-mar_Deva	20.21	38.93	0.988
shn_Mymr-est_Latn	14.79	35.89	0.981
kam_Latn-rus_Cyrl	10.69	26.05	0.884
pap_Latn-kmb_Latn	4.28	24.29	0.944
twi_Latn-umb_Latn	1.67	20.04	0.802
kbp_Latn-zul_Latn	10.76	31.03	0.956
uzn_Latn-tum_Latn	9.71	32.61	0.847
nus_Latn-zho_Hant	7.02	8.93	0.867
min_Latn-tuk_Latn	13.84	32.64	0.914
ilo_Latn-sna_Latn	15.62	39.31	0.977
sat_Beng-sna_Latn	7.47	28.91	1.041
pan_Guru-eng_Latn	46.23	65.03	0.990
cjk_Latn-tam_Taml	9.06	24.14	0.988
ydd_Hebr-acq_Arab	19.83	35.89	0.968
zho_Hans-guj_Gujr	21.89	39.15	1.035
lvs_Latn-sun_Latn	14.39	39.08	1.027
nus_Latn-grn_Latn	7.78	26.24	1.049
lug_Latn-ajp_Arab	13.37	28.82	0.975
ace_Latn-ilo_Latn	16.36	40.72	0.977
azj_Latn-lmo_Latn	5.38	26.28	0.963
tir_Ethi-fij_Latn	15.87	40.20	0.968
srd_Latn-mni_Beng	21.39	33.57	1.016
ind_Latn-mlt_Latn	34.70	51.83	0.988
taq_Tfng-ita_Latn	5.99	22.87	0.967
jpn_Jpan-fuv_Latn	2.34	17.95	1.213
srd_Latn-scn_Latn	14.93	37.95	0.961
spa_Latn-arb_Arab	27.68	43.57	1.004
eng_Latn-slv_Latn	36.17	55.03	0.965
nno_Latn-ory_Orya	22.40	37.92	0.974
sna_Latn-wol_Latn	6.37	23.18	1.030
ind_Latn-smo_Latn	22.63	46.34	0.933
sna_Latn-bul_Cyrl	23.36	41.52	0.938
eng_Latn-fra_Latn	55.81	69.62	0.958
lua_Latn-sot_Latn	10.02	32.06	0.926
ces_Latn-dik_Latn	4.37	20.79	1.309
lin_Latn-azj_Latn	14.36	32.73	0.885
swe_Latn-ceb_Latn	26.51	51.45	1.006
epo_Latn-ary_Arab	13.43	30.79	1.155
tpi_Latn-mal_Mlym	21.65	34.30	0.929
hye_Armn-ltg_Latn	21.47	41.63	1.019
acq_Arab-amh_Ethi	20.22	30.19	1.064
asm_Beng-npi_Deva	21.73	40.55	1.002
smo_Latn-ace_Arab	4.38	16.09	1.147
kac_Latn-hye_Armn	14.54	29.35	0.919
min_Latn-nno_Latn	19.46	41.58	0.969
tel_Telu-ory_Orya	26.67	42.06	0.971
taq_Tfng-pap_Latn	5.92	23.21	0.999
hrv_Latn-kan_Knda	28.64	44.50	0.970
glg_Latn-ars_Arab	28.16	43.33	0.947
tso_Latn-bam_Latn	6.85	26.42	0.984
tir_Ethi-mkd_Cyrl	18.97	40.32	0.920
ibo_Latn-zsm_Latn	23.60	47.52	0.996
dzo_Tibt-mya_Mymr	8.57	21.82	0.821
prs_Arab-hye_Armn	27.82	43.90	0.941
ayr_Latn-taq_Tfng	4.70	15.04	0.893
uzn_Latn-por_Latn	32.65	52.58	0.986
vec_Latn-taq_Tfng	6.48	17.78	0.952
tir_Ethi-mos_Latn	3.20	20.73	1.106
nus_Latn-azb_Arab	2.25	17.50	1.199
war_Latn-tam_Taml	26.25	44.26	0.967
fin_Latn-ast_Latn	20.17	43.67	1.031
azj_Latn-ltz_Latn	18.66	40.45	1.018
wol_Latn-tir_Ethi	7.48	15.22	1.170
amh_Ethi-lua_Latn	7.01	32.21	1.061
bjn_Arab-srd_Latn	9.96	31.91	1.106
kmb_Latn-ewe_Latn	7.85	27.15	1.011
run_Latn-tha_Thai	20.87	30.98	0.871
ydd_Hebr-knc_Latn	4.49	22.84	1.149
ary_Arab-smo_Latn	17.39	41.07	0.957
tha_Thai-sin_Sinh	25.01	34.30	0.935
ces_Latn-uzn_Latn	25.65	45.09	0.977
fao_Latn-ckb_Arab	15.10	35.54	1.006
yue_Hant-urd_Arab	19.43	37.94	1.000
tsn_Latn-urd_Arab	17.70	35.35	0.988
ary_Arab-mlt_Latn	26.98	43.96	0.993
knc_Latn-sin_Sinh	13.35	23.23	1.032
ace_Arab-acm_Arab	5.52	19.68	1.225
ron_Latn-prs_Arab	24.29	45.61	1.026
bod_Tibt-vie_Latn	14.63	33.12	0.975
gle_Latn-lus_Latn	12.39	33.99	0.952
gle_Latn-hat_Latn	20.75	43.73	1.026
uzn_Latn-sag_Latn	8.89	34.31	1.033
kmr_Latn-tzm_Tfng	13.60	25.08	1.032
tuk_Latn-kik_Latn	8.83	29.83	0.965
tuk_Latn-snd_Arab	19.49	36.95	1.020
tel_Telu-lvs_Latn	20.27	42.22	0.968
hye_Armn-sot_Latn	14.82	40.59	0.990
tpi_Latn-tel_Telu	21.49	35.11	0.998
fur_Latn-aeb_Arab	15.01	32.11	1.132
hat_Latn-slv_Latn	24.94	45.45	0.945
bel_Cyrl-taq_Latn	2.90	20.46	0.998
pbt_Arab-tha_Thai	25.04	34.05	0.929
slk_Latn-zul_Latn	21.62	44.77	0.985
spa_Latn-tsn_Latn	18.02	43.21	1.044
hat_Latn-fra_Latn	44.87	61.45	0.937
yor_Latn-hye_Armn	16.78	31.71	0.868
ban_Latn-war_Latn	21.17	45.92	0.998
mri_Latn-ind_Latn	22.52	47.10	1.019
zul_Latn-kac_Latn	11.50	34.68	0.910
srp_Cyrl-dan_Latn	35.99	56.55	0.989
nso_Latn-taq_Latn	4.51	22.06	0.899
nus_Latn-aka_Latn	6.84	26.66	0.911
ell_Grek-war_Latn	23.16	48.20	1.000
lij_Latn-npi_Deva	21.35	40.39	1.017
uzn_Latn-kor_Hang	19.17	27.51	0.978
aka_Latn-asm_Beng	11.99	25.07	0.991
ukr_Cyrl-lin_Latn	16.12	44.33	1.062
bug_Latn-quy_Latn	3.47	24.41	1.092
ben_Beng-kac_Latn	12.18	35.79	0.970
hin_Deva-uig_Arab	13.72	30.07	1.052
shn_Mymr-szl_Latn	14.05	31.74	1.039
lus_Latn-kin_Latn	10.42	32.84	1.044
oci_Latn-zul_Latn	26.45	49.30	1.011
pan_Guru-hin_Deva	34.16	51.94	0.977
knc_Arab-tgl_Latn	2.84	19.93	1.006
tum_Latn-pap_Latn	15.02	34.81	0.977
lit_Latn-lua_Latn	6.88	32.24	1.079
uzn_Latn-deu_Latn	29.02	49.69	0.957
tso_Latn-gaz_Latn	6.80	30.07	1.023
tzm_Tfng-szl_Latn	11.02	28.40	1.037
ltz_Latn-glg_Latn	32.65	53.70	0.941
lao_Laoo-xho_Latn	18.25	41.84	1.022
sat_Beng-hau_Latn	8.65	31.06	1.123
ilo_Latn-hau_Latn	17.92	41.24	1.004
dyu_Latn-mya_Mymr	5.81	16.95	0.829
arb_Arab-hye_Armn	29.76	45.35	0.953
hrv_Latn-fur_Latn	28.84	48.51	0.974
kea_Latn-hrv_Latn	27.12	47.90	0.991
tso_Latn-apc_Arab	17.99	33.35	0.989
sot_Latn-taq_Latn	4.37	21.88	0.953
tgk_Cyrl-als_Latn	26.21	47.40	0.964
khm_Khmr-kir_Cyrl	18.11	36.32	1.013
scn_Latn-gla_Latn	19.31	41.66	0.995
ben_Beng-khm_Khmr	16.11	30.47	0.894
kea_Latn-pbt_Arab	15.71	32.77	1.033
bul_Cyrl-kas_Arab	12.95	27.68	1.000
mai_Deva-tpi_Latn	16.02	41.19	0.835
swe_Latn-afr_Latn	34.73	56.68	0.970
tum_Latn-ita_Latn	16.67	36.34	0.938
cym_Latn-szl_Latn	25.46	43.04	0.985
uzn_Latn-ukr_Cyrl	26.99	45.84	0.960
apc_Arab-kin_Latn	15.31	40.68	1.080
tsn_Latn-prs_Arab	16.35	36.41	0.991
yue_Hant-prs_Arab	17.69	39.05	0.976
fij_Latn-ibo_Latn	11.17	29.98	1.016
afr_Latn-gla_Latn	22.89	45.40	0.975
mar_Deva-sin_Sinh	30.64	39.16	0.953
nno_Latn-lvs_Latn	23.10	45.60	0.965
est_Latn-sun_Latn	15.74	40.22	1.021
tam_Taml-hye_Armn	25.69	41.20	0.931
twi_Latn-hun_Latn	16.12	33.94	0.967
tur_Latn-kon_Latn	15.33	41.90	1.031
mal_Mlym-slk_Latn	25.96	44.95	0.956
aka_Latn-plt_Latn	13.76	38.07	1.009
pag_Latn-bho_Deva	13.80	29.62	0.888
kaz_Cyrl-kir_Cyrl	23.13	40.96	0.987
sun_Latn-pol_Latn	22.23	40.32	0.943
ita_Latn-amh_Ethi	22.31	31.09	1.048
san_Deva-ces_Latn	17.47	35.39	0.967
ron_Latn-urd_Arab	24.45	43.11	1.008
fij_Latn-bjn_Latn	11.02	33.39	0.977
zul_Latn-khm_Khmr	12.64	30.76	0.920
guj_Gujr-amh_Ethi	25.14	34.54	1.030
lua_Latn-ltg_Latn	9.71	27.06	0.950
glg_Latn-arb_Arab	31.36	46.64	0.980
fon_Latn-lvs_Latn	6.82	24.20	0.985
ewe_Latn-fuv_Latn	2.67	17.43	1.123
lit_Latn-tgk_Cyrl	26.19	43.06	0.914
npi_Deva-spa_Latn	24.50	46.98	0.913
ilo_Latn-swe_Latn	28.92	49.24	0.995
slv_Latn-run_Latn	15.16	38.47	1.087
lao_Laoo-ydd_Hebr	10.95	30.88	0.983
sat_Beng-swe_Latn	12.06	32.08	0.979
ces_Latn-pes_Arab	25.14	42.44	0.990
ast_Latn-slk_Latn	28.57	47.05	0.936
tam_Taml-slv_Latn	22.34	43.48	0.962
hin_Deva-knc_Latn	4.72	23.09	1.161
umb_Latn-san_Deva	2.50	15.36	1.048
fin_Latn-epo_Latn	28.35	49.65	1.009
mos_Latn-ayr_Latn	3.96	24.04	1.068
kor_Hang-tel_Telu	25.83	41.70	0.994
tum_Latn-ltg_Latn	10.81	28.80	1.027
awa_Deva-jav_Latn	17.84	43.77	1.012
mai_Deva-dyu_Latn	1.82	15.76	0.921
tam_Taml-fra_Latn	34.48	53.28	0.970
acm_Arab-zho_Hant	14.40	14.31	0.922
taq_Tfng-sot_Latn	4.35	22.99	0.987
kmr_Latn-ace_Latn	7.51	30.42	1.024
arb_Arab-slv_Latn	25.80	47.07	0.975
vie_Latn-acm_Arab	9.19	26.26	1.472
mag_Deva-est_Latn	24.70	47.05	0.981
arz_Arab-slk_Latn	25.03	44.61	0.986
pol_Latn-nld_Latn	25.69	47.23	0.991
uzn_Latn-mag_Deva	20.53	40.23	1.025
kat_Geor-san_Deva	4.72	21.94	1.092
acm_Arab-grn_Latn	10.28	31.43	1.063
arb_Arab-fra_Latn	41.10	58.87	0.993
tgl_Latn-ace_Arab	5.75	17.98	1.137
tat_Cyrl-kea_Latn	14.93	36.08	0.987
mri_Latn-kir_Cyrl	14.93	32.19	0.997
tso_Latn-nso_Latn	18.74	42.68	1.001
lua_Latn-ita_Latn	15.24	34.07	0.893
kas_Arab-ory_Orya	20.31	35.25	0.980
aka_Latn-crh_Latn	11.32	30.24	0.954
bho_Deva-glg_Latn	23.54	46.15	0.966
ibo_Latn-kas_Deva	3.24	14.20	0.906
quy_Latn-tha_Thai	12.54	22.20	0.874
lij_Latn-aeb_Arab	15.25	32.13	1.116
sin_Sinh-nya_Latn	13.73	40.19	0.998
tur_Latn-ilo_Latn	21.32	47.04	0.979
crh_Latn-twi_Latn	9.86	31.52	0.981
awa_Deva-nld_Latn	25.55	47.59	0.989
san_Deva-afr_Latn	18.73	41.90	0.964
pes_Arab-bho_Deva	15.27	34.12	0.970
lua_Latn-pap_Latn	13.99	33.53	0.919
bug_Latn-som_Latn	9.21	30.74	0.954
kaz_Cyrl-ind_Latn	29.48	54.40	0.973
ckb_Arab-yue_Hant	9.51	11.76	0.922
khm_Khmr-ind_Latn	29.08	53.76	1.005
acq_Arab-mar_Deva	18.03	37.08	1.001
fur_Latn-npi_Deva	21.59	40.53	1.016
hin_Deva-acq_Arab	20.88	37.07	0.955
lug_Latn-kik_Latn	8.83	28.94	0.849
pol_Latn-jav_Latn	17.35	42.60	0.979
lug_Latn-snd_Arab	13.32	29.15	0.944
dik_Latn-aka_Latn	5.97	23.61	0.902
spa_Latn-ars_Arab	24.67	40.23	0.969
yor_Latn-fra_Latn	21.63	39.82	0.927
hat_Latn-hye_Armn	27.17	42.68	0.916
zho_Hans-dan_Latn	26.29	48.68	1.015
swe_Latn-ces_Latn	33.38	50.42	0.968
lim_Latn-tel_Telu	25.97	41.71	0.973
amh_Ethi-hne_Deva	19.24	38.92	0.948
acm_Arab-azb_Arab	3.29	21.91	1.168
yor_Latn-slv_Latn	14.00	33.34	0.911
mlt_Latn-tuk_Latn	17.81	37.50	0.928
hye_Armn-ita_Latn	28.45	49.59	0.954
mya_Mymr-zul_Latn	17.84	41.14	0.986
acm_Arab-aka_Latn	7.57	29.90	0.944
eus_Latn-fij_Latn	18.86	42.86	0.956
hrv_Latn-shn_Mymr	12.24	31.47	0.935
afr_Latn-kin_Latn	20.94	45.42	1.054
knc_Arab-ssw_Latn	1.49	15.37	1.115
kas_Arab-lvs_Latn	17.90	39.98	0.966
deu_Latn-yue_Hant	10.75	13.68	0.912
dik_Latn-azb_Arab	2.09	15.54	1.134
vec_Latn-srd_Latn	30.53	52.03	0.971
tso_Latn-lij_Latn	16.67	33.78	1.014
cat_Latn-ben_Beng	28.05	42.90	0.995
sin_Sinh-oci_Latn	25.05	45.42	0.900
ayr_Latn-srd_Latn	10.21	28.28	0.938
umb_Latn-luo_Latn	5.84	25.82	0.895
ind_Latn-cjk_Latn	2.98	22.29	0.992
asm_Beng-aeb_Arab	11.42	27.52	1.120
cym_Latn-nus_Latn	12.00	26.29	1.095
kat_Geor-luo_Latn	9.49	33.45	1.024
lit_Latn-hne_Deva	18.48	38.42	0.969
kac_Latn-slv_Latn	11.97	31.22	1.006
khk_Cyrl-kac_Latn	10.64	34.27	0.974
szl_Latn-lmo_Latn	7.48	29.70	0.933
prs_Arab-fra_Latn	37.09	55.80	0.975
bjn_Arab-taq_Tfng	5.03	16.35	0.984
ibo_Latn-mai_Deva	12.18	28.77	1.003
fra_Latn-nld_Latn	30.30	51.20	1.003
wol_Latn-kmb_Latn	3.73	22.79	0.947
glg_Latn-tsn_Latn	20.42	44.70	1.014
apc_Arab-gla_Latn	19.08	42.31	1.013
prs_Arab-slv_Latn	24.68	45.72	0.969
scn_Latn-kin_Latn	17.96	41.49	1.030
ace_Latn-kon_Latn	11.73	37.24	1.041
san_Deva-ceb_Latn	18.02	43.24	0.993
lim_Latn-mal_Mlym	23.81	38.48	0.950
tzm_Tfng-nus_Latn	8.75	23.32	1.198
isl_Latn-sun_Latn	14.34	37.37	1.009
kac_Latn-fra_Latn	17.47	35.44	0.961
eng_Latn-hye_Armn	37.45	51.30	0.947
eus_Latn-mos_Latn	4.59	22.21	1.082
dan_Latn-awa_Deva	13.96	31.51	1.067
tso_Latn-vec_Latn	11.78	34.19	0.933
heb_Hebr-als_Latn	29.81	50.79	0.952
eus_Latn-mkd_Cyrl	27.47	47.84	0.933
khk_Cyrl-khm_Khmr	13.80	28.15	0.907
mlt_Latn-nno_Latn	25.60	47.94	0.962
aeb_Arab-bho_Deva	13.28	32.93	0.950
fon_Latn-ory_Orya	8.51	20.31	0.938
swh_Latn-pbt_Arab	16.90	33.10	1.008
dik_Latn-zho_Hant	5.60	7.54	0.760
bul_Cyrl-fao_Latn	21.83	42.05	0.985
shn_Mymr-nus_Latn	10.03	24.83	1.196
tso_Latn-rus_Cyrl	22.64	39.46	0.928
ibo_Latn-tur_Latn	19.59	38.47	0.941
tum_Latn-sot_Latn	10.85	34.23	0.991
ita_Latn-mar_Deva	20.51	38.74	1.008
swh_Latn-hrv_Latn	26.24	46.62	0.977
kor_Hang-mal_Mlym	25.45	39.97	0.955
kam_Latn-lit_Latn	8.61	25.80	0.913
bul_Cyrl-min_Latn	18.74	43.95	1.008
guj_Gujr-mar_Deva	25.77	44.19	0.974
ces_Latn-sat_Beng	15.96	24.44	0.941
amh_Ethi-tgk_Cyrl	24.26	41.35	0.897
ydd_Hebr-uig_Arab	16.29	33.25	1.091
lus_Latn-gla_Latn	11.60	33.27	1.027
dik_Latn-grn_Latn	7.27	23.33	1.019
bak_Cyrl-mya_Mymr	15.94	30.42	0.888
taq_Tfng-ltg_Latn	4.53	20.09	0.992
hye_Armn-pap_Latn	24.22	46.83	0.974
szl_Latn-ltz_Latn	25.87	46.95	0.971
kir_Cyrl-kab_Latn	8.30	26.21	1.031
ary_Arab-cjk_Latn	1.88	21.32	1.052
dan_Latn-bos_Latn	31.32	51.38	0.970
fuv_Latn-azj_Latn	6.51	23.09	0.971
fra_Latn-jav_Latn	21.60	46.88	0.976
ars_Arab-kea_Latn	15.74	38.50	1.034
kas_Deva-tam_Taml	17.08	35.46	1.005
som_Latn-ayr_Latn	6.75	28.48	1.052
tuk_Latn-ajp_Arab	17.99	35.48	1.087
srp_Cyrl-guj_Gujr	27.87	45.00	1.009
heb_Hebr-dzo_Tibt	9.47	31.35	1.036
sun_Latn-ukr_Cyrl	24.70	43.11	0.947
gla_Latn-san_Deva	4.95	21.51	1.084
fra_Latn-khk_Cyrl	19.91	37.74	0.972
tam_Taml-asm_Beng	17.92	31.91	0.980
bem_Latn-taq_Latn	4.00	21.03	0.966
ben_Beng-ast_Latn	17.98	40.75	1.010
ceb_Latn-heb_Hebr	29.90	45.05	0.993
nya_Latn-fuv_Latn	3.72	19.27	1.044
ell_Grek-ces_Latn	28.72	46.07	0.985
ajp_Arab-bho_Deva	14.49	34.18	0.953
tpi_Latn-glg_Latn	21.51	41.94	0.943
mlt_Latn-ace_Arab	6.29	18.53	1.105
srd_Latn-sat_Beng	16.54	25.11	0.942
acq_Arab-sot_Latn	12.21	38.42	1.011
zsm_Latn-heb_Hebr	30.66	46.24	0.989
kir_Cyrl-nob_Latn	17.77	40.63	0.922
sun_Latn-deu_Latn	28.58	49.02	0.944
zul_Latn-ast_Latn	19.26	41.24	0.994
tgk_Cyrl-bjn_Arab	5.52	18.21	1.134
slv_Latn-ltz_Latn	25.33	46.14	0.992
ban_Latn-ces_Latn	23.94	41.60	0.972
nld_Latn-swe_Latn	31.14	51.50	0.979
arb_Arab-asm_Beng	18.11	32.71	1.000
eus_Latn-ydd_Hebr	10.04	29.80	0.975
zho_Hans-lim_Latn	10.57	32.78	1.001
pap_Latn-tir_Ethi	14.04	22.47	1.020
uzn_Latn-pol_Latn	23.47	41.47	0.943
plt_Latn-spa_Latn	21.82	43.60	0.911
mya_Mymr-ewe_Latn	10.06	32.16	1.084
ace_Arab-kas_Deva	2.01	12.38	1.040
bul_Cyrl-gle_Latn	25.92	46.53	0.985
yor_Latn-plt_Latn	13.34	37.28	0.956
dyu_Latn-ron_Latn	7.83	24.24	0.954
lin_Latn-tsn_Latn	17.51	41.05	0.968
aka_Latn-hye_Armn	16.78	31.64	0.940
ltg_Latn-hau_Latn	17.29	41.39	1.011
san_Deva-war_Latn	16.00	41.69	1.018
nus_Latn-oci_Latn	12.97	30.99	0.964
khk_Cyrl-epo_Latn	16.25	37.46	0.983
tam_Taml-plt_Latn	18.10	44.12	1.007
dyu_Latn-kmr_Latn	4.26	19.14	1.137
por_Latn-pbt_Arab	17.38	34.33	1.022
heb_Hebr-cat_Latn	35.77	55.46	0.991
lmo_Latn-hau_Latn	19.39	42.88	1.016
azb_Arab-san_Deva	3.45	18.91	1.136
est_Latn-lao_Laoo	22.79	39.06	0.938
fur_Latn-pan_Guru	26.95	40.81	0.977
ltz_Latn-tel_Telu	30.38	46.35	0.989
xho_Latn-spa_Latn	22.34	43.71	0.902
por_Latn-hrv_Latn	31.06	50.96	0.980
taq_Tfng-mar_Deva	5.04	17.42	0.999
lit_Latn-fin_Latn	23.98	45.23	0.932
ydd_Hebr-quy_Latn	3.65	25.81	1.174
run_Latn-arz_Arab	12.37	28.53	1.153
lua_Latn-amh_Ethi	11.35	17.30	0.923
guj_Gujr-ltg_Latn	20.44	40.41	1.015
bos_Latn-heb_Hebr	32.61	48.24	0.995
kas_Arab-mlt_Latn	27.62	44.97	0.989
grn_Latn-ayr_Latn	6.57	28.93	1.078
slv_Latn-lmo_Latn	6.54	28.25	0.927
bjn_Latn-hrv_Latn	22.73	43.64	0.971
mag_Deva-szl_Latn	24.77	42.76	0.992
arb_Arab-plt_Latn	19.39	46.22	1.034
hat_Latn-crh_Latn	18.13	38.07	0.918
ita_Latn-ltg_Latn	20.86	41.04	1.021
tsn_Latn-twi_Latn	11.08	33.13	0.954
yue_Hant-twi_Latn	9.86	31.84	0.992
jav_Latn-taq_Latn	4.17	21.76	0.961
quy_Latn-cym_Latn	12.65	28.99	1.005
vie_Latn-zsm_Latn	29.91	54.80	1.009
fuv_Latn-ars_Arab	9.17	23.23	1.034
kas_Arab-smo_Latn	18.30	41.78	0.944
fao_Latn-mri_Latn	14.80	37.81	0.948
kan_Knda-ayr_Latn	6.06	28.18	1.092
sun_Latn-kor_Hang	18.84	27.09	0.996
zho_Hans-jpn_Jpan	14.71	20.10	0.998
kam_Latn-bam_Latn	4.26	19.96	0.919
yor_Latn-asm_Beng	11.69	24.80	0.925
bjn_Latn-pbt_Arab	15.71	31.81	1.027
tir_Ethi-xho_Latn	13.36	36.19	0.981
fin_Latn-khm_Khmr	15.56	30.46	0.928
sun_Latn-por_Latn	33.99	53.13	0.971
bos_Latn-eus_Latn	14.47	35.14	0.815
ltg_Latn-sna_Latn	13.15	37.32	0.974
amh_Ethi-fin_Latn	21.25	42.92	0.923
bug_Latn-knc_Latn	4.04	20.80	1.068
bod_Tibt-knc_Arab	3.70	8.94	1.144
nno_Latn-cjk_Latn	2.70	21.37	1.050
gla_Latn-luo_Latn	10.97	33.91	0.974
lmo_Latn-sna_Latn	14.47	37.69	0.986
mal_Mlym-ind_Latn	30.35	55.56	0.980
ltz_Latn-mal_Mlym	28.67	43.17	0.945
nus_Latn-nya_Latn	8.44	31.84	0.999
